timestamp_hour_utc,representative_day_id,day_weight,it_load_kw,q_air_kw,q_cp_kw,q_rdhx_kw,s_air_kw,q_air_to_ashp_kw,q_air_to_reject_kw,q_cp_to_wshp_kw,q_cp_to_free_kw,q_rdhx_to_wshp_kw,q_rdhx_to_chiller_kw,q_ashp_out_kw,p_ashp_kw,q_wshp_in_kw,q_wshp_out_kw,p_wshp_kw,q_chiller_evap_kw,p_chiller_kw,q_tower_kw,p_tower_kw,p_pump_kw,p_cdu_free_kw,p_terminal_kw,p_cooling_kw,p_grid_kw,q_heat_kw,q_heat_unserved_kw,q_tes_ch_kw,q_tes_dis_kw,e_tes_kwh,p_bess_ch_kw,p_bess_dis_kw,e_bess_kwh,max_theta_c,hotspot_slack_c,hotspot_penalty_yuan,heat_unserved_penalty_yuan,bess_degradation_cost_yuan,power_balance_residual_kw,heat_balance_residual_kw
2025-01-15 00:00:00+00:00,0,70.0,558.7860315656566,169.0865672979798,336.35368648989896,53.34577777777778,169.0865672979797,155.7501228535355,13.33644444444444,336.35368648989896,0.0,53.34577777777778,0.0,226.54563324150618,70.79551038797068,389.69946426767683,519.5992856902358,129.89982142255894,13.33644444444434,4.445481481481446,17.781925925925783,0.26672888888888674,10.624068372474749,0.0,37.547462542689374,253.57907309606406,812.3651046617206,746.1449189317419,0.0,0.0,0.0,0.0,0.0,0.0,54.71409002023498,23.828057129156566,0.0,0.0,0.0,0.0,-5.684341886080802e-14,0.0
2025-01-15 01:00:00+00:00,0,70.0,567.1325940170941,171.62561474358975,341.3907553418803,54.116223931623935,171.62561474358964,158.09655876068388,13.52905598290598,341.3907553418803,0.0,54.116223931623935,0.0,229.95863092463114,71.86207216394723,395.5069792735042,527.3426390313389,131.83565975783472,13.529055982905874,4.509685327635291,18.038741310541162,0.27058111965811743,10.782884899572649,0.0,38.11047380489314,257.37135707354116,824.5039510906353,757.30126995597,0.0,0.0,0.0,0.0,0.0,0.0,54.71409002023498,23.82553021861039,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-15 02:00:00+00:00,0,70.0,572.756701324189,173.38103509604326,345.258213818438,54.11745240970785,173.38103509604315,159.85167199361643,13.529363102426958,345.258213818438,0.0,54.11745240970785,0.0,232.51152289980573,72.65985090618929,399.37566622814586,532.5008883041944,133.1252220760486,13.529363102426856,4.5097877008089515,18.039150803235806,0.27058726204853706,10.89892093865022,0.0,38.485639688881676,259.95000857262727,832.7067098968162,765.0124112040002,0.0,0.0,0.0,0.0,0.0,0.0,54.71409002023498,23.827441795783802,0.0,0.0,0.0,0.0,-5.684341886080802e-14,0.0
2025-01-15 03:00:00+00:00,0,70.0,566.6574103535354,171.60525333694085,341.3592786616161,53.69287835497836,171.60525333694073,158.18203374819637,13.423219588744585,341.3592786616161,0.0,53.69287835497836,0.0,230.08295817919472,71.90092443099834,395.05215701659444,526.7362093554592,131.6840523388648,13.423219588744473,4.474406529581491,17.897626118325963,0.26846439177488945,10.777707143398267,0.0,38.09490391451116,257.2004587491289,823.8578691026644,756.819167534654,0.0,0.0,0.0,0.0,0.0,0.0,54.71409002023498,23.82978290029461,0.0,0.0,0.0,0.0,5.684341886080802e-14,0.0
2025-01-15 04:00:00+00:00,0,70.0,572.2605287356321,173.33509750957856,344.77965344827584,54.14577777777778,173.3350975095785,159.79865306513426,13.53644444444444,344.77965344827584,0.0,54.14577777777778,0.0,232.43440445837712,72.63575139324286,398.9254312260536,531.9005749680714,132.97514374201785,13.536444444444328,4.512148148148109,18.048592592592435,0.2707288888888865,10.884847381226052,0.0,38.476573448908034,259.7551930024318,832.0157217380638,764.3349794264486,0.0,0.0,0.0,0.0,0.0,0.0,54.71409002023498,23.82615442548428,0.0,0.0,0.0,0.0,-5.684341886080802e-14,-1.1368683772161603e-13
2025-01-15 05:00:00+00:00,0,70.0,569.1438808268199,172.2339615584516,342.9487915787738,53.96112768959436,172.2339615584515,158.74367963605314,13.490281922398585,342.9487915787738,0.0,53.96112768959436,0.0,230.89989765244096,72.1562180163878,396.9099192683682,529.2132256911575,132.30330642278938,13.490281922398452,4.496760640799484,17.987042563197935,0.269805638447969,10.828075024259158,0.0,38.23636746881534,258.29053321149917,1288.8241328848014,760.1131233435984,0.0,0.0,0.0,0.0,461.38971884648237,0.0,492.42681018211476,23.827053287839583,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-15 06:00:00+00:00,0,70.0,575.2209285714287,174.0311888888889,346.4659555555555,54.72378412698413,174.03118888888883,160.350242857143,13.68094603174603,346.4659555555555,0.0,54.72378412698413,0.0,233.2367168831171,72.8864740259741,401.18973968253965,534.9196529100528,133.7299132275132,13.68094603174589,4.560315343915296,18.241261375661185,0.2736189206349178,10.941216507936508,0.0,38.64064534492062,261.03218337089464,836.2531119423231,768.1563697931699,0.0,0.0,0.0,0.0,0.0,0.0,492.42681018211476,23.825187756645636,0.0,0.0,0.0,0.0,-1.7053025658242404e-13,0.0
2025-01-15 07:00:00+00:00,0,70.0,595.0878313492063,180.04358543771048,360.2800052188552,54.7642406926407,180.0435854377104,166.35252526455045,13.691060173160169,360.2800052188552,0.0,54.7642406926407,0.0,241.96730947570975,75.6147842111593,415.04424591149586,553.3923278819944,138.3480819704986,13.691060173160025,4.563686724386675,18.2547468975467,0.2738212034632005,11.356042563492062,0.0,39.92656658639368,270.08298325939353,865.1708146085998,795.3596373577043,0.0,0.0,0.0,0.0,0.0,0.0,492.42681018211476,23.82439771519992,0.0,0.0,0.0,0.0,-5.684341886080802e-14,-1.1368683772161603e-13
2025-01-15 08:00:00+00:00,0,70.0,585.8920697959447,177.2491620763496,355.2549479312354,53.38795978835979,177.24916207634948,163.90217212925978,13.346989947089943,355.2549479312354,0.0,53.38795978835979,0.0,238.4031594607415,74.50098733148172,408.6429077195952,544.8572102927935,136.21430257319838,13.346989947089838,4.4489966490299455,17.795986596119782,0.2669397989417967,11.19152803582066,0.0,39.292926870107415,265.9156812585799,851.8077510545246,783.2603697535351,0.0,0.0,0.0,0.0,0.0,0.0,492.42681018211476,23.828359006411233,0.0,0.0,0.0,0.0,-5.684341886080802e-14,0.0
2025-01-15 09:00:00+00:00,0,70.0,568.2448662982006,171.9540012854133,343.9657765897689,52.325088423018336,171.9540012854132,158.87272917965876,13.081272105754579,343.9657765897689,0.0,52.325088423018336,0.0,231.08760607950367,72.2148768998449,396.2908650127872,528.3878200170495,132.09695500426238,13.08127210575455,4.3604240352515165,17.441696141006066,0.261625442115091,10.84222418192325,0.0,38.13318491790278,257.90929048129993,826.1541567795006,759.4754260965533,0.0,0.0,0.0,0.0,0.0,0.0,492.42681018211476,23.828659491722128,0.0,0.0,0.0,0.0,5.684341886080802e-14,-1.1368683772161603e-13
