timestamp_hour_utc,representative_day_id,day_weight,it_load_kw,q_air_kw,q_cp_kw,q_rdhx_kw,s_air_kw,s_air_old_kw,s_air_new_kw,old_ac_capacity_eff_kw,q_air_to_ashp_kw,q_air_to_reject_kw,q_cp_to_wshp_kw,q_cp_to_free_kw,q_rdhx_to_wshp_kw,q_rdhx_to_chiller_kw,q_ashp_out_kw,p_ashp_kw,q_wshp_in_kw,q_wshp_out_kw,p_wshp_kw,q_chiller_evap_kw,p_chiller_kw,q_tower_kw,p_tower_kw,p_pump_kw,p_cdu_free_kw,p_terminal_kw,p_cooling_kw,p_grid_kw,q_heat_kw,q_tes_ch_kw,q_tes_dis_kw,e_tes_kwh,p_bess_ch_kw,p_bess_dis_kw,e_bess_kwh,max_theta_c,hotspot_slack_c,hotspot_penalty_yuan,bess_degradation_cost_yuan,power_balance_residual_kw,heat_balance_residual_kw
2025-01-15 00:00:00+00:00,0,71.0,2808.3800211662774,298.9711530506026,459.35348386827513,2050.0553842473987,298.9711530506026,250.37827413558705,48.59287891501557,1273.017502234965,196.86577880068938,102.10537424991324,459.35348386827513,0.0,2050.0553842473987,0.0,286.35022371009364,89.48444490940426,2509.4088681156736,3345.878490820898,836.4696227052245,102.10537424991224,34.03512474997075,136.140498999883,2.042107484998245,34.28115835852224,0.0,130.86997999090403,1127.182438199024,3935.5624593653015,3632.228714530992,0.0,0.0,0.0,0.0,0.0,606.201874108056,23.825958640379653,0.0,0.0,0.0,0.0,0.0
2025-01-15 01:00:00+00:00,0,71.0,2850.3519168317885,302.0418360786656,462.93047946536524,2085.379601287755,302.0418360786656,252.67053915699915,49.37129692166644,1273.017502234965,198.398776913728,103.6430591649376,462.93047946536524,0.0,2085.379601287755,0.0,288.5800391472407,90.18126223351273,2548.3100807531205,3397.7467743374937,849.4366935843734,103.64305916493835,34.54768638831278,138.19074555325113,2.072861183298767,34.74171039683851,0.0,132.58657135525874,1143.566785141595,3993.918701973383,3686.3268134847344,0.0,0.0,0.0,0.0,0.0,606.201874108056,23.82325992110146,0.0,0.0,0.0,-2.2737367544323206e-13,0.0
2025-01-15 02:00:00+00:00,0,71.0,2878.6567769324,302.9485897616002,464.35029508319286,2111.3578920876066,302.9485897616002,253.3320849158873,49.61650484571292,1273.017502234965,199.0072693213684,103.94132044023179,464.35029508319286,0.0,2111.3578920876066,0.0,289.4651190128995,90.4578496915311,2575.7081871707996,3434.2775828943995,858.5693957235999,103.94132044023145,34.64710681341048,138.58842725364192,2.0788264088046287,35.04408777337186,0.0,133.51158788715298,1154.308854297871,4745.041257985713,3723.742701907299,0.0,0.0,0.0,712.0756267554418,0.0,1281.7361281597953,23.82503428587904,0.0,0.0,0.0,0.0,0.0
2025-01-15 03:00:00+00:00,0,71.0,2848.0398182076824,300.52245286181545,459.92040760044455,2087.5969577454225,300.52245286181545,251.00602096932246,49.516431892493,1273.017502234965,197.1087461144763,103.41370674733918,459.92040760044455,0.0,2087.5969577454225,0.0,286.7036307119655,89.59488459748923,2547.5173653458673,3396.689820461156,849.172455115289,103.413706747339,34.47123558244633,137.88494232978533,2.0682741349467797,34.67358180546756,0.0,132.23607998449555,1142.2165112201344,3990.256329427817,3683.393451173122,0.0,0.0,0.0,0.0,0.0,1281.7361281597953,23.827388031810163,0.0,0.0,0.0,2.2737367544323206e-13,0.0
2025-01-15 04:00:00+00:00,0,71.0,2876.2462463172383,303.7856599775608,465.13850479221566,2107.3220815474624,303.7856599775608,253.57275931288441,50.212900664676354,1273.017502234965,199.34507348237818,104.4405864951826,465.13850479221566,0.0,2107.3220815474624,0.0,289.9564705198228,90.61139703744462,2572.4605863396782,3429.947448452904,857.486862113226,104.44058649518182,34.81352883172727,139.25411532690907,2.088811729903636,35.0273759592411,0.0,133.5848967541905,1153.6128724257333,4029.859118742971,3719.903918972727,0.0,0.0,0.0,0.0,0.0,1281.7361281597953,23.823820875827487,0.0,0.0,0.0,-4.547473508864641e-13,0.0
2025-01-15 05:00:00+00:00,0,71.0,2860.627209702743,301.56196953174003,462.39045002829914,2096.674790142703,301.56196953174003,252.30784982711504,49.25411970462501,1273.017502234965,198.16733572641397,103.39463380532608,462.39045002829914,0.0,2096.674790142703,0.0,288.2433974202385,90.07606169382454,2559.065240171002,3412.0869868946693,853.0217467236673,103.39463380532594,34.464877935108646,137.85951174043458,2.067892676106519,34.83846140227601,0.0,132.76328055864613,1147.2323209896292,4007.859530692372,3700.330384314908,0.0,0.0,0.0,0.0,0.0,1281.7361281597953,23.824768486453014,0.0,0.0,0.0,-2.2737367544323206e-13,0.0
2025-01-15 06:00:00+00:00,0,71.0,2891.20752532406,305.11504758130184,467.73800914816616,2118.354468594592,305.11504758130184,255.41386821520007,49.701179366101755,1273.017502234965,200.45914677778552,104.6559008035163,467.73800914816616,0.0,2118.354468594592,0.0,291.57694076768803,91.11779398990251,2586.092477742758,3448.1233036570106,862.0308259142527,104.65590080351565,34.885300267838545,139.54120107135418,2.0931180160703127,35.2156849603909,0.0,134.24425489195733,1159.5869780404123,4050.794503364472,3739.7002444246987,0.0,0.0,0.0,0.0,0.0,1281.7361281597953,23.822857992988393,0.0,0.0,0.0,-4.547473508864641e-13,0.0
2025-01-15 07:00:00+00:00,0,71.0,2991.1255254053904,313.22133134663136,485.95139853798247,2191.9527955207764,313.22133134663136,263.20278802332683,50.018543323304534,1273.017502234965,208.26488508770683,104.95644625892454,485.95139853798247,0.0,2191.9527955207764,0.0,302.9307419457554,94.66585685804857,2677.9041940587585,3570.538925411678,892.6347313529195,104.95644625892383,34.98548208630794,139.94192834523176,2.0991289251784764,36.49806991134724,0.0,138.35489524614755,1199.2381643799495,4190.363689785339,3873.4696673574335,0.0,0.0,0.0,0.0,0.0,1281.7361281597953,23.822025323150914,0.0,0.0,0.0,-4.547473508864641e-13,0.0
2025-01-15 08:00:00+00:00,0,71.0,2944.9752679612047,308.097370775842,480.12261139460554,2156.755285790758,308.097370775842,259.3060410110386,48.791329764803436,1273.017502234965,205.766833454831,102.33053732101105,480.12261139460554,0.0,2156.755285790758,0.0,299.29721229793597,93.53037884310498,2636.8778971853635,3515.837196247151,878.9592990617878,102.33053732101028,34.110179107003425,136.4407164280137,2.0466107464202055,35.971231199745745,0.0,136.13697573937282,1180.754674697435,4125.72994265864,3815.134408545087,0.0,0.0,0.0,0.0,0.0,1281.7361281597953,23.82597947624814,0.0,0.0,0.0,0.0,0.0
2025-01-15 09:00:00+00:00,0,71.0,2856.3171736067093,301.6704968227228,469.5877107819456,2085.0589660020405,301.6704968227228,253.57058267349063,48.09991414923217,1273.017502234965,201.25187604940527,100.41862077331753,469.5877107819456,0.0,2085.0589660020405,0.0,292.73000152640765,91.4781254770024,2554.646676783986,3406.1955690453146,851.5488922613287,100.4186207733175,33.47287359110583,133.89149436442332,2.00837241546635,34.93822098347877,0.0,132.5661043210274,1146.0125890494096,4002.329762656119,3698.9255705717223,0.0,0.0,0.0,0.0,0.0,1281.7361281597953,23.826489759975768,0.0,0.0,0.0,0.0,0.0
2025-01-15 10:00:00+00:00,0,71.0,2920.5415446704137,305.3266311405968,476.85065372943285,2138.364259800382,305.3266311405968,256.64325476510015,48.68337637549665,1273.017502234965,204.3645658840427,100.96206525655413,476.85065372943285,0.0,2138.364259800382,0.0,297.2575503767893,92.89298449274666,2615.2149135298155,3486.9532180397537,871.7383045099384,100.96206525655417,33.65402175218472,134.61608700873887,2.019241305131083,35.68916220988682,0.0,134.9123995031672,1170.906113773055,3722.6684787161275,3784.210768416543,0.0,0.0,0.0,0.0,368.7791797273409,893.008740964132,23.823062595752752,0.0,0.0,0.0,-4.547473508864641e-13,0.0
2025-01-15 11:00:00+00:00,0,71.0,2884.3580135951543,301.71478144620767,471.6303441082928,2111.0128880406537,301.71478144620767,253.44577392652772,48.26900751967996,1273.017502234965,202.1272903321255,99.58749111408217,471.6303441082928,0.0,2111.0128880406537,0.0,294.00333139218253,91.87604106005705,2582.6432321489465,3443.5243095319283,860.8810773829821,99.58749111408186,33.195830371360614,132.78332148544246,1.9917498222816368,35.25903920365532,0.0,133.24535888693057,1156.4490967272673,3328.7314835669795,3737.527640924111,0.0,0.0,0.0,0.0,712.0756267554418,142.41512535108836,23.826763089955556,0.0,0.0,0.0,-4.547473508864641e-13,0.0
2025-01-15 12:00:00+00:00,0,71.0,2853.4237402053895,297.4847378333079,466.07015556533537,2089.868846806748,297.4847378333079,250.18957247606542,47.29516535724252,1273.017502234965,199.7443523851438,97.74038544816416,466.07015556533537,0.0,2089.868846806748,0.0,290.5372398329364,90.79288744779262,2555.939002372083,3407.918669829444,851.979667457361,97.74038544816369,32.58012848272123,130.3205139308849,1.9548077089632736,34.88079313502754,0.0,131.6179050267537,1143.8061892586193,3997.229929464009,3698.4559096623802,0.0,0.0,0.0,0.0,0.0,142.41512535108836,23.828876343843106,0.0,0.0,0.0,0.0,0.0
2025-01-15 13:00:00+00:00,0,71.0,2959.8028347531276,309.0660468427996,482.7921650512206,2167.944622859108,309.0660468427996,258.75753164024604,50.30851520255355,1273.017502234965,206.9109278790946,102.15511896370501,482.7921650512206,0.0,2167.944622859108,0.0,300.9613496423195,94.05042176322483,2650.7367879103285,3534.315717213771,883.5789293034428,102.15511896370597,34.05170632123532,136.2068252849413,2.0431023792741194,36.163211180127696,0.0,136.59925018018907,1186.486621127494,4146.289455880621,3835.2770668560906,0.0,0.0,0.0,0.0,0.0,142.41512535108836,23.82466704056073,0.0,0.0,0.0,-4.547473508864641e-13,0.0
2025-01-15 14:00:00+00:00,0,71.0,2688.7827231125098,281.6482614845008,440.1975342523423,1966.9369273756665,281.6482614845008,235.9316837904774,45.7165776940234,1273.017502234965,188.65608610814672,92.99217537635408,440.1975342523423,0.0,1966.9369273756665,0.0,274.4088525209407,85.75276641279396,2407.134461628009,3209.5126155040116,802.3781538760029,92.9921753763545,30.997391792118165,123.98956716847266,1.8598435075270898,32.875295301326936,0.0,124.21444161576697,1078.077892505536,4255.734773843473,3483.9214680249524,0.0,0.0,0.0,488.8741582254279,0.0,606.201874108056,23.830029924645313,0.0,0.0,0.0,-9.094947017729282e-13,0.0
