timestamp_hour_utc,representative_day_id,day_weight,it_load_kw,q_air_kw,q_cp_kw,q_rdhx_kw,s_air_kw,s_air_old_kw,s_air_new_kw,old_ac_capacity_eff_kw,q_air_to_ashp_kw,q_air_to_reject_kw,q_cp_to_wshp_kw,q_cp_to_free_kw,q_rdhx_to_wshp_kw,q_rdhx_to_chiller_kw,q_ashp_out_kw,p_ashp_kw,q_wshp_in_kw,q_wshp_out_kw,p_wshp_kw,q_chiller_evap_kw,p_chiller_kw,q_tower_kw,p_tower_kw,p_pump_kw,p_cdu_free_kw,p_terminal_kw,p_cooling_kw,p_grid_kw,q_heat_kw,q_tes_ch_kw,q_tes_dis_kw,e_tes_kwh,p_bess_ch_kw,p_bess_dis_kw,e_bess_kwh,max_theta_c,hotspot_slack_c,hotspot_penalty_yuan,bess_degradation_cost_yuan,power_balance_residual_kw,heat_balance_residual_kw
2025-01-15 00:00:00+00:00,0,71.0,561.7189692350827,20.104535961695277,46.9105839106223,494.70384936276514,20.104535961695234,20.104535961695234,0.0,90.4486974758585,20.104535961695277,0.0,46.9105839106223,0.0,494.7038493627651,0.0,29.242961398829493,9.138425437134217,541.6144332733875,722.1525776978499,180.53814442446247,0.0,0.0,0.0,0.0,6.354356010946321,0.0,18.456049756595174,214.48697562913821,1424.9985384145057,751.3955390966794,0.0,0.0,0.0,648.792593550285,0.0,804.5000528259714,23.622369374951862,0.0,0.0,0.0,-2.2737367544323206e-13,0.0
2025-01-15 01:00:00+00:00,0,71.0,570.1233267800533,20.39530186869391,47.58903769361911,502.1389872177403,20.39530186869385,20.39530186869385,0.0,90.4486974758585,20.39530186869391,0.0,47.58903769361911,0.0,502.13898721774024,0.0,29.665893627191142,9.270591758497233,549.7280249113594,732.9706998818125,183.24267497045312,0.0,0.0,0.0,0.0,6.449061002985976,0.0,18.730404265708824,217.69273199764515,787.8160587776983,762.6365935090037,0.0,0.0,0.0,0.0,0.0,804.5000528259714,23.61686184393645,0.0,0.0,0.0,-8.526512829121202e-14,0.0
2025-01-15 02:00:00+00:00,0,71.0,575.7849346703858,20.396065663913284,47.590819882464324,507.79804912400806,20.396065663913255,20.396065663913255,0.0,90.4486974758585,20.396065663913284,0.0,47.590819882464324,0.0,507.798049124008,0.0,29.667004602055687,9.270938938142402,555.3888690064724,740.5184920086299,185.12962300215747,0.0,0.0,0.0,0.0,6.505705087714011,0.0,18.88057252223064,219.7868395502445,1740.5785513503324,770.1854966106856,0.0,0.0,0.0,945.0067771297022,0.0,1701.012198833464,23.616727466804058,0.0,0.0,0.0,-1.1368683772161603e-13,0.0
2025-01-15 03:00:00+00:00,0,71.0,569.6548721232332,20.23611354160189,47.21759826373772,502.20116031789365,20.236113541601853,20.236113541601853,0.0,90.4486974758585,20.23611354160189,0.0,47.21759826373772,0.0,502.2011603178936,0.0,29.434346969602746,9.198233428000858,549.4187585816313,732.5583447755084,183.1395861938771,0.0,0.0,0.0,0.0,6.4385395510910675,0.0,18.689718912914866,217.46607808588388,787.120950209117,761.9926917451112,0.0,0.0,0.0,0.0,0.0,1701.012198833464,23.619537518084574,0.0,0.0,0.0,-2.842170943040401e-14,0.0
2025-01-15 04:00:00+00:00,0,71.0,575.2952966193508,20.406700305506856,47.61563404618266,507.2729622676613,20.40670030550683,20.40670030550683,0.0,90.4486974758585,20.406700305506856,0.0,47.61563404618266,0.0,507.2729622676613,0.0,29.682473171646336,9.27577286613948,554.8885963138439,739.8514617517918,184.96286543794795,0.0,0.0,0.0,0.0,6.501198644062092,0.0,18.869485789983077,219.60932273813262,794.9046193574834,769.5339349234382,0.0,0.0,0.0,0.0,0.0,1701.012198833464,23.616317415788462,0.0,0.0,0.0,0.0,0.0
2025-01-15 05:00:00+00:00,0,71.0,572.1730910897223,20.337716435665783,47.45467168322016,504.3807029708364,20.337716435665783,20.337716435665783,0.0,90.4486974758585,20.337716435665783,0.0,47.45467168322016,0.0,504.3807029708364,0.0,29.58213299733205,9.244416561666265,551.8353746540565,735.780499538742,183.9451248846855,0.0,0.0,0.0,0.0,6.467447180204969,0.0,18.77449604325663,218.43148466981336,790.6045757595357,765.362632536074,0.0,0.0,0.0,0.0,0.0,1701.012198833464,23.617539063052668,0.0,0.0,0.0,0.0,0.0
2025-01-15 06:00:00+00:00,0,71.0,578.290212283939,20.625206771301848,48.12548246637097,509.53952304626614,20.625206771301848,20.625206771301848,0.0,90.4486974758585,20.625206771301848,0.0,48.12548246637097,0.0,509.53952304626614,0.0,30.000300758257232,9.375093986955385,557.6650055126371,743.5533406835161,185.88833517087903,0.0,0.0,0.0,0.0,6.53915970445379,0.0,18.987657058764245,220.79024592105247,799.0804582049915,773.5536414417734,0.0,0.0,0.0,0.0,0.0,1701.012198833464,23.612069573778157,0.0,0.0,0.0,0.0,0.0
2025-01-15 07:00:00+00:00,0,71.0,598.2662238148496,20.640519687010276,48.16121260302397,529.4644915248153,20.64051968701027,20.64051968701027,0.0,90.4486974758585,20.640519687010276,0.0,48.16121260302397,0.0,529.4644915248153,0.0,30.022574090196766,9.382054403186489,577.6257041278393,770.1676055037857,192.54190137594642,0.0,0.0,0.0,0.0,6.739481293338873,0.0,19.519740885977786,228.1831779584496,826.4494017732991,800.1901795939824,0.0,0.0,0.0,0.0,0.0,1701.012198833464,23.612028842542646,0.0,0.0,0.0,-8.526512829121202e-14,0.0
2025-01-15 08:00:00+00:00,0,71.0,589.0316527066586,20.122450727182752,46.9523850300931,521.9568169493825,20.122450727182752,20.122450727182752,0.0,90.4486974758585,20.122450727182752,0.0,46.9523850300931,0.0,521.9568169493825,0.0,29.26901923953855,9.146568512355797,568.9092019794757,758.5456026393009,189.63640065982523,0.0,0.0,0.0,0.0,6.62813972039662,0.0,19.183017469890174,224.59412636246782,813.6257790691263,787.8146218788395,0.0,0.0,0.0,0.0,0.0,1701.012198833464,23.621840622617192,0.0,0.0,0.0,-1.1368683772161603e-13,0.0
2025-01-15 09:00:00+00:00,0,71.0,571.3004435469362,19.722542993935374,46.0192669858492,505.55863356715173,19.72254299393535,19.72254299393535,0.0,90.4486974758585,19.722542993935374,0.0,46.0192669858492,0.0,505.55863356715173,0.0,28.687335263906,8.964792269970625,551.577900553001,735.4372007373346,183.85930018433365,0.0,0.0,0.0,0.0,6.436164345246993,0.0,18.642118176591957,217.90237497614322,789.2028185230794,764.1245360012406,0.0,0.0,0.0,0.0,0.0,1701.012198833464,23.629408373327976,0.0,0.0,0.0,-5.684341886080802e-14,0.0
