timestamp_hour_utc,representative_day_id,day_weight,it_load_kw,q_air_kw,q_cp_kw,q_rdhx_kw,s_air_kw,s_air_old_kw,s_air_new_kw,old_ac_capacity_eff_kw,q_air_to_ashp_kw,q_air_to_reject_kw,q_cp_to_wshp_kw,q_cp_to_free_kw,q_rdhx_to_wshp_kw,q_rdhx_to_chiller_kw,q_ashp_out_kw,p_ashp_kw,q_wshp_in_kw,q_wshp_out_kw,p_wshp_kw,q_chiller_evap_kw,p_chiller_kw,q_tower_kw,p_tower_kw,p_pump_kw,p_cdu_free_kw,p_terminal_kw,p_cooling_kw,p_grid_kw,q_heat_kw,heating_demand_kw,heat_demand_upper_violation_kw,q_tes_ch_kw,q_tes_dis_kw,e_tes_kwh,p_bess_ch_kw,p_bess_dis_kw,e_bess_kwh,max_theta_c,hotspot_slack_c,hotspot_penalty_yuan,bess_degradation_cost_yuan,power_balance_residual_kw,heat_balance_residual_kw
2025-01-30 00:00:00+00:00,0,66.0,2837.291468201433,889.7082650425714,496.0551907487912,1451.5280124100702,889.7082650425714,544.9196469116099,344.7886181309614,2201.473090668349,212.59508174948195,677.1131832930894,0.0,496.0551907487912,1451.5280124100702,0.0,309.2292098174283,96.63412806794634,1451.5280124100702,1935.370683213427,483.8426708033567,677.1131832930894,225.70439443102978,1398.8727684729104,20.983091527093656,24.436383939076528,9.921103814975824,231.43722803238387,1092.9590006158628,3930.2504688172958,2244.599893030855,3219.22382502416,0.0,0.0,0.0,0.0,0.0,0.0,660.9237629525047,23.85800585798202,0.0,0.0,0.0,0.0,0.0
2025-01-30 01:00:00+00:00,0,66.0,2811.291148338461,878.0128945567959,491.95849605938776,1441.3197577222757,878.012894556796,534.6585564475612,343.3543381092348,2201.473090668349,210.83935545402335,667.1735391027726,0.0,491.95849605938776,1441.3197577222757,0.0,306.67542611494304,95.83607066091969,1441.3197577222757,1921.759676963034,480.4399192407585,667.1735391027726,222.3911797009242,1381.5232148630846,20.72284822294627,24.252367498410514,9.839169921187755,228.61046570268374,1082.0920209478306,3893.3831692862914,2228.435103077977,3277.57292616957,0.0,0.0,0.0,0.0,0.0,0.0,660.9237629525047,23.857294166909437,0.0,0.0,0.0,-2.2737367544323206e-13,0.0
2025-01-30 02:00:00+00:00,0,66.0,2819.105058034541,878.4309179395518,494.6145376332471,1446.0596024617428,878.4309179395518,534.4450949928415,343.9858229467103,2201.473090668349,211.9776589856774,666.4532589538744,329.642932176357,164.97160545689007,1446.059602461743,-2.2737367544323206e-13,308.3311403428035,96.35348135712609,1775.7025346381001,2367.6033795174667,591.9008448793667,666.4532589538742,222.15108631795806,1053.5759507287223,15.803639260930835,27.649316099045947,3.2994321091378014,228.8184672857381,1185.9762673093035,4005.081325343844,2675.93451986027,3350.47819276152,0.0,0.0,0.0,0.0,0.0,0.0,660.9237629525047,23.846015768462653,0.0,0.0,0.0,-2.2737367544323206e-13,0.0
2025-01-30 03:00:00+00:00,0,66.0,2803.0722391605236,872.495557614024,492.3061053296357,1438.2705762168644,872.4955576140242,529.2474708084758,343.2480868055483,2201.473090668349,210.98833085555816,661.5072267584659,337.43195842123555,154.87414690840018,1438.2705762168646,-2.2737367544323206e-13,306.8921176080846,95.90378675252644,1775.7025346381001,2367.6033795174667,591.9008448793667,661.5072267584657,220.50240891948854,1036.8837825863543,15.553256738795314,27.603147452973715,3.0974829381680036,227.31384503070376,1181.8747727120226,6253.726732201028,2674.495497125551,3424.45119305147,0.0,0.0,0.0,0.0,2268.779720328483,0.0,2813.277190583852,23.842777110928544,0.0,0.0,0.0,-9.094947017729282e-13,0.0
2025-01-30 04:00:00+00:00,0,66.0,2818.2087153841603,877.1479179205638,495.2590469008759,1445.8017505627215,877.1479179205637,532.4871238294697,344.66079409109403,2201.473090668349,212.25387724323258,664.8940406773313,329.9007840753783,165.3582628254976,1445.8017505627215,0.0,308.73291235379287,96.47903511056026,1775.7025346380997,2367.6033795174662,591.9008448793666,664.8940406773313,221.63134689244376,1051.8836503952725,15.778254755929087,27.662206284398515,3.3071652565099523,228.52521031921287,1185.284063498421,7308.111593645104,2676.336291871259,5074.25305785225,0.0,0.0,0.0,0.0,3304.6188147625235,0.0,5948.313866572543,23.844072942032696,0.0,0.0,0.0,-4.547473508864641e-13,0.0
2025-01-30 05:00:00+00:00,0,66.0,2796.4623028695482,873.1395682438553,492.79425215093477,1430.5284824747569,873.1395682438553,529.4884488162303,343.65111942762496,2201.473090668349,211.19753663611496,661.9420316077403,345.17405216334345,147.62019998759132,1430.5284824747566,2.2737367544323206e-13,307.1964169252581,95.99888028914316,1775.7025346381001,2367.6033795174667,591.9008448793667,661.9420316077405,220.64734386924684,1030.2095754645786,15.453143631968679,27.612910389399698,2.9524039997518265,227.24742005915977,1181.8129471180366,3978.275249987584,2674.799796442725,7175.01322351412,0.0,0.0,0.0,0.0,0.0,0.0,5948.313866572543,23.846374468090765,0.0,0.0,0.0,-6.821210263296962e-13,0.0
2025-01-30 06:00:00+00:00,0,66.0,2839.669267894365,887.0586325020791,499.2502401112227,1453.3603952810643,887.058632502079,538.6661034600862,348.3925290419929,2201.473090668349,213.96438861909547,673.0942438829836,0.0,499.2502401112227,1453.3603952810643,0.0,311.22092890050254,97.25654028140704,1453.3603952810643,1937.8138603747523,484.45346509368807,673.0942438829836,224.36474796099455,1396.709231955201,20.950638479328013,24.518608755035096,9.985004802224454,230.8727953419693,1092.4018007146465,3932.0710686090115,2249.0347892752548,6830.12859379895,0.0,0.0,0.0,0.0,0.0,0.0,5948.313866572543,23.834352893627667,0.0,0.0,0.0,0.0,0.0
2025-01-30 07:00:00+00:00,0,66.0,2968.4064399077884,925.4721433859338,520.6952463056275,1522.239050216225,925.4721433859338,562.0144162323865,363.4577271535473,2201.473090668349,223.15510555955476,702.3170378263791,1.473690075239914e-12,520.695246305626,1522.239050216225,0.0,324.58924445026145,101.43413889070669,1522.2390502162264,2029.6520669549684,507.4130167387421,702.3170378263791,234.1056792754597,1457.1179634074647,21.85676945111197,25.636295428274813,10.41390492611252,241.02638167962482,1141.8861863900324,2398.8527594784387,2354.2413114052297,5663.16442841657,0.0,0.0,0.0,0.0,0.0,1711.4398668193821,4144.297847384383,23.819990219272697,0.0,0.0,0.0,0.0,0.0
2025-01-30 08:00:00+00:00,0,66.0,3021.9030784233887,941.43400332893,530.4815181292657,1549.9875569651929,941.43400332893,571.2520295214192,370.18197380751076,2201.473090668349,227.3492220553997,714.0847812735303,0.0,530.4815181292657,1549.987556965193,-2.2737367544323206e-13,330.68977753512684,103.34055547972713,1549.987556965193,2066.6500759535907,516.6625189883977,714.0847812735301,238.02826042451002,1482.5945598273058,22.238918397409588,26.109505932237248,10.609630362585316,245.22187309276094,1162.211262677628,879.4955263384927,2397.3398534887174,5011.85628625748,0.0,0.0,0.0,0.0,0.0,3304.6188147625235,660.9237629525047,23.821573681909733,0.0,0.0,0.0,-4.547473508864641e-13,0.0
2025-01-30 09:00:00+00:00,0,66.0,3002.5329056780597,935.5823136039603,527.041820321273,1539.908771752828,935.5823136039602,566.0151499373385,369.5671636666217,2201.473090668349,225.87506585197417,709.7072477519862,0.0,527.041820321273,1539.9087717528282,-2.2737367544323206e-13,328.54555033014424,102.67048447817007,1539.9087717528282,2053.2116956704376,513.3029239176094,709.707247751986,236.5690825839953,1473.3181506572541,22.09977225985881,25.939924123953745,10.540836406425461,243.6770153065258,1154.8000390765385,4157.3329447545975,2152.9561115643205,2152.95611156432,4.547473508864641e-13,228.80113443626124,0.0,217.36107771444816,0.0,0.0,660.9237629525047,23.82495859150607,0.0,0.0,0.0,-6.821210263296962e-13,0.0
