Date/Time,热负荷/kWh,冷负荷/kWh,电负荷/kWh
Year 1 Mar 02 14:00,0,0,402.311502698136
Year 1 Mar 02 15:00,1430.54843800399,0,402.311502698136
Year 1 Mar 02 16:00,1508.1879785477,0,402.311502698136
Year 1 Mar 02 17:00,1779.88499164317,0,677.720851919031
Year 1 Mar 02 18:00,2426.28722102306,0,753.670037964219
Year 1 Mar 02 19:00,2326.89037889466,0,1007.48857692571
Year 1 Mar 02 20:00,1964.21362547917,0,2106.0735031692
Year 1 Mar 02 21:00,2888.23050824071,0,2182.02268921439
Year 1 Mar 02 22:00,3217.43489890581,0,2103.41656094939
Year 1 Mar 02 23:00,2908.08507982961,0,1677.06716828345
Year 1 Mar 03 0:00,1643.65720012593,0,189.450239483545
Year 1 Mar 03 1:00,1834.69291508028,0,73.2926104169826
Year 1 Mar 03 2:00,1953.8110022173,0,73.2926104169826
Year 1 Mar 03 3:00,2066.71492097181,0,73.2926104169826
Year 1 Mar 03 4:00,2162.66387485766,0,73.2926104169826
Year 1 Mar 03 5:00,3246.50669807324,0,73.2926104169826
Year 1 Mar 03 6:00,4527.49892700711,0,73.2926104169826
Year 1 Mar 03 7:00,4307.77472687442,0,418.078268258873
Year 1 Mar 03 8:00,3322.99786807011,0,2075.18969893181
Year 1 Mar 03 9:00,2877.39928287173,0,2227.08485999399
Year 1 Mar 03 10:00,1243.45027142202,0,1990.96902188795
Year 1 Mar 03 11:00,0,0,207.321231197771
Year 1 Mar 03 12:00,0,0,207.321231197771
Year 1 Mar 03 13:00,0,0,207.321231197771
Year 1 Mar 03 14:00,0,0,207.321231197771
Year 1 Mar 03 15:00,921.354225474272,0,207.321231197771
Year 1 Mar 03 16:00,755.395774979968,0,207.321231197771
Year 1 Mar 03 17:00,903.848286141524,0,482.730580418671
Year 1 Mar 03 18:00,1362.7348962031,0,558.679766463855
Year 1 Mar 03 19:00,1288.59510435224,0,1007.48857692571
Year 1 Mar 03 20:00,1063.63200786376,0,2106.0735031692
Year 1 Mar 03 21:00,1661.15258914651,0,2182.02268921439
Year 1 Mar 03 22:00,1931.65104122307,0,2103.41656094939
Year 1 Mar 03 23:00,1914.33926226288,0,1677.06716828345
Year 1 Mar 04 0:00,1137.11493804452,0,189.450239483545
Year 1 Mar 04 1:00,1336.51744914985,0,73.2926104169826
Year 1 Mar 04 2:00,1449.90630584005,0,73.2926104169826
Year 1 Mar 04 3:00,1533.55479141987,0,73.2926104169826
Year 1 Mar 04 4:00,1600.2665596654,0,73.2926104169826
Year 1 Mar 04 5:00,2405.68319459213,0,73.2926104169826
Year 1 Mar 04 6:00,3307.2938213509,0,73.2926104169826
Year 1 Mar 04 7:00,3060.20211368294,0,429.874775032858
Year 1 Mar 04 8:00,2140.16889813567,0,1988.34660328931
Year 1 Mar 04 9:00,1550.55924965108,0,2335.23203585185
Year 1 Mar 04 10:00,564.077989499092,0,2063.72717938151
Year 1 Mar 04 11:00,0,0,268.282881917347
Year 1 Mar 04 12:00,0,0,268.282881917347
Year 1 Mar 04 13:00,0,0,268.282881917347
Year 1 Mar 04 14:00,0,0,268.282881917347
Year 1 Mar 04 15:00,929.488806803608,0,268.282881917347
Year 1 Mar 04 16:00,1057.34784537978,0,268.282881917347
Year 1 Mar 04 17:00,1214.87033441977,0,610.705825464329
Year 1 Mar 04 18:00,1655.88490009098,0,686.655011509517
Year 1 Mar 04 19:00,1499.505639,0,1031.08159047369
Year 1 Mar 04 20:00,1259.03227314328,0,2153.25902830749
Year 1 Mar 04 21:00,1773.2005283281,0,2229.20821435268
Year 1 Mar 04 22:00,2034.31330200727,0,2117.57226868664
Year 1 Mar 04 23:00,1951.82554110952,0,1632.39048398031
Year 1 Mar 05 0:00,1073.27672938043,0,149.24179646217
Year 1 Mar 05 1:00,1204.38139471739,0,73.2926104169826
Year 1 Mar 05 2:00,1246.590186,0,73.2926104169826
Year 1 Mar 05 3:00,1275.29369578513,0,73.2926104169826
Year 1 Mar 05 4:00,1310.6361623231,0,73.2926104169826
Year 1 Mar 05 5:00,1969.6278558596,0,73.2926104169826
Year 1 Mar 05 6:00,2730.77469340992,0,73.2926104169826
Year 1 Mar 05 7:00,2515.4520139113,0,429.874775032858
Year 1 Mar 05 8:00,1686.99921722378,0,1988.34660328931
Year 1 Mar 05 9:00,1278.30060697811,0,2335.23203585185
Year 1 Mar 05 10:00,522.86207199338,0,2063.72717938151
Year 1 Mar 05 11:00,0,0,268.282881917347
Year 1 Mar 05 12:00,0,0,268.282881917347
Year 1 Mar 05 13:00,0,0,268.282881917347
Year 1 Mar 05 14:00,0,0,268.282881917347
Year 1 Mar 05 15:00,1535.76462880477,0,268.282881917347
Year 1 Mar 05 16:00,1502.98297057761,0,268.282881917347
Year 1 Mar 05 17:00,1699.93021599627,0,610.705825464329
Year 1 Mar 05 18:00,2212.67695677454,0,686.655011509517
Year 1 Mar 05 19:00,1954.01502444424,0,1031.08159047369
Year 1 Mar 05 20:00,1611.03194912007,0,2153.25902830749
Year 1 Mar 05 21:00,2258.34107246092,0,2229.20821435268
Year 1 Mar 05 22:00,2351.13018491823,0,2117.57226868664
Year 1 Mar 05 23:00,2110.07730580689,0,1632.39048398031
Year 1 Mar 06 0:00,1110.74729489452,0,149.24179646217
Year 1 Mar 06 1:00,1219.75135678691,0,73.2926104169826
Year 1 Mar 06 2:00,1255.73220107384,0,73.2926104169826
Year 1 Mar 06 3:00,1297.09050061968,0,73.2926104169826
Year 1 Mar 06 4:00,1338.21479235054,0,73.2926104169826
Year 1 Mar 06 5:00,1985.42251602158,0,73.2926104169826
Year 1 Mar 06 6:00,2737.19636533943,0,73.2926104169826
Year 1 Mar 06 7:00,2540.42744785943,0,429.874775032858
Year 1 Mar 06 8:00,1737.14725608368,0,1988.34660328931
Year 1 Mar 06 9:00,1464.62142326314,0,2335.23203585185
Year 1 Mar 06 10:00,676.022261055776,0,2063.72717938151
Year 1 Mar 06 11:00,0,0,268.282881917347
Year 1 Mar 06 12:00,0,0,268.282881917347
Year 1 Mar 06 13:00,0,0,268.282881917347
Year 1 Mar 06 14:00,0,0,268.282881917347
Year 1 Mar 06 15:00,1821.3822287428,0,268.282881917347
Year 1 Mar 06 16:00,1739.06022237612,0,268.282881917347
Year 1 Mar 06 17:00,2116.7880581579,0,610.705825464329
Year 1 Mar 06 18:00,2811.9167766544,0,686.655011509517
Year 1 Mar 06 19:00,2492.28971025964,0,1031.08159047369
Year 1 Mar 06 20:00,2071.2464004734,0,2153.25902830749
Year 1 Mar 06 21:00,3076.9591609512,0,2229.20821435268
Year 1 Mar 06 22:00,3100.03983365142,0,2117.57226868664
Year 1 Mar 06 23:00,2747.5740844111,0,1632.39048398031
Year 1 Mar 07 0:00,1491.02329172822,0,149.24179646217
Year 1 Mar 07 1:00,1635.82089947545,0,73.2926104169826
Year 1 Mar 07 2:00,1685.5716336668,0,73.2926104169826
Year 1 Mar 07 3:00,1732.83787907978,0,73.2926104169826
Year 1 Mar 07 4:00,1771.64594450013,0,73.2926104169826
Year 1 Mar 07 5:00,2606.06772743418,0,73.2926104169826
Year 1 Mar 07 6:00,3542.46408547836,0,73.2926104169826
Year 1 Mar 07 7:00,3274.97022199589,0,429.874775032858
Year 1 Mar 07 8:00,2381.84113971082,0,1988.34660328931
Year 1 Mar 07 9:00,2000.37448319109,0,2335.23203585185
Year 1 Mar 07 10:00,843.593421164497,0,2063.72717938151
Year 1 Mar 07 11:00,0,0,268.282881917347
Year 1 Mar 07 12:00,0,0,268.282881917347
Year 1 Mar 07 13:00,0,0,268.282881917347
Year 1 Mar 07 14:00,0,0,268.282881917347
Year 1 Mar 07 15:00,1962.00049247215,0,268.282881917347
Year 1 Mar 07 16:00,1894.34984392198,0,268.282881917347
Year 1 Mar 07 17:00,2316.97190247927,0,610.705825464329
Year 1 Mar 07 18:00,3106.79199412748,0,686.655011509517
Year 1 Mar 07 19:00,2825.87487033824,0,1031.08159047369
Year 1 Mar 07 20:00,2445.03486081737,0,2153.25902830749
Year 1 Mar 07 21:00,3805.16600273248,0,2229.20821435268
Year 1 Mar 07 22:00,3879.8110656942,0,2117.57226868664
Year 1 Mar 07 23:00,3414.89809242323,0,1632.39048398031
Year 1 Mar 08 0:00,1873.84235136308,0,149.24179646217
Year 1 Mar 08 1:00,2040.37373862001,0,73.2926104169826
Year 1 Mar 08 2:00,2109.41436626189,0,73.2926104169826
Year 1 Mar 08 3:00,2188.88266980492,0,73.2926104169826
Year 1 Mar 08 4:00,2267.09207207358,0,73.2926104169826
Year 1 Mar 08 5:00,3472.77259966582,0,73.2926104169826
Year 1 Mar 08 6:00,4791.04168118966,0,73.2926104169826
Year 1 Mar 08 7:00,4470.26205426484,0,429.874775032858
Year 1 Mar 08 8:00,3494.58872223164,0,1988.34660328931
Year 1 Mar 08 9:00,3015.70456317556,0,2335.23203585185
Year 1 Mar 08 10:00,1251.43138026955,0,2063.72717938151
Year 1 Mar 08 11:00,0,0,268.282881917347
Year 1 Mar 08 12:00,0,0,268.282881917347
Year 1 Mar 08 13:00,0,0,268.282881917347
Year 1 Mar 08 14:00,0,0,268.282881917347
Year 1 Mar 08 15:00,2323.48508785948,0,268.282881917347
Year 1 Mar 08 16:00,2194.6683546598,0,268.282881917347
Year 1 Mar 08 17:00,2791.63499596666,0,610.705825464329
Year 1 Mar 08 18:00,3852.29002420018,0,686.655011509517
Year 1 Mar 08 19:00,3607.85091803346,0,1031.08159047369
Year 1 Mar 08 20:00,3229.89800999027,0,2153.25902830749
Year 1 Mar 08 21:00,5197.36058976145,0,2229.20821435268
Year 1 Mar 08 22:00,5160.84726698533,0,2117.57226868664
Year 1 Mar 08 23:00,4429.86222248622,0,1632.39048398031
Year 1 Mar 09 0:00,2361.0262393058,0,149.24179646217
Year 1 Mar 09 1:00,2487.80305160872,0,73.2926104169826
Year 1 Mar 09 2:00,2514.24326487391,0,73.2926104169826
Year 1 Mar 09 3:00,2541.8133791891,0,73.2926104169826
Year 1 Mar 09 4:00,2580.8584132316,0,73.2926104169826
Year 1 Mar 09 5:00,3899.58544817502,0,73.2926104169826
Year 1 Mar 09 6:00,5353.4626071311,0,73.2926104169826
Year 1 Mar 09 7:00,5004.28930751831,0,418.078268258873
Year 1 Mar 09 8:00,3961.07727102402,0,2075.18969893181
Year 1 Mar 09 9:00,3488.76629617974,0,2422.07513149435
Year 1 Mar 09 10:00,1448.45054873463,0,2185.95929338831
Year 1 Mar 09 11:00,0,0,402.311502698136
Year 1 Mar 09 12:00,0,0,402.311502698136
Year 1 Mar 09 13:00,0,0,402.311502698136
Year 1 Mar 09 14:00,0,0,402.311502698136
Year 1 Mar 09 15:00,2143.20976532843,0,402.311502698136
Year 1 Mar 09 16:00,2123.87616185739,0,402.311502698136
Year 1 Mar 09 17:00,2734.75624948153,0,677.720851919031
Year 1 Mar 09 18:00,3804.26045818552,0,753.670037964219
Year 1 Mar 09 19:00,3645.44800647299,0,1007.48857692571
Year 1 Mar 09 20:00,3259.2641695434,0,2106.0735031692
Year 1 Mar 09 21:00,5139.55873288142,0,2182.02268921439
Year 1 Mar 09 22:00,5164.19915952646,0,2103.41656094939
Year 1 Mar 09 23:00,4374.24400902332,0,1677.06716828345
Year 1 Mar 10 0:00,2317.42271575841,0,189.450239483545
Year 1 Mar 10 1:00,2422.71126914952,0,73.2926104169826
Year 1 Mar 10 2:00,2423.8761948212,0,73.2926104169826
Year 1 Mar 10 3:00,2429.13601545787,0,73.2926104169826
Year 1 Mar 10 4:00,2456.01634593197,0,73.2926104169826
Year 1 Mar 10 5:00,3661.72117719391,0,73.2926104169826
Year 1 Mar 10 6:00,5004.74185512248,0,73.2926104169826
Year 1 Mar 10 7:00,4643.4169515826,0,418.078268258873
Year 1 Mar 10 8:00,3605.41338404862,0,2075.18969893181
Year 1 Mar 10 9:00,3182.54431515507,0,2227.08485999399
Year 1 Mar 10 10:00,1332.92674611789,0,1990.96902188795
Year 1 Mar 10 11:00,0,0,207.321231197771
Year 1 Mar 10 12:00,0,0,207.321231197771
Year 1 Mar 10 13:00,0,0,207.321231197771
Year 1 Mar 10 14:00,0,0,207.321231197771
Year 1 Mar 10 15:00,1754.1867085435,0,207.321231197771
Year 1 Mar 10 16:00,1895.49896178214,0,207.321231197771
Year 1 Mar 10 17:00,2398.40362322729,0,482.730580418671
Year 1 Mar 10 18:00,3420.03785095264,0,558.679766463855
Year 1 Mar 10 19:00,3400.41073421966,0,1007.48857692571
Year 1 Mar 10 20:00,3086.5028512196,0,2106.0735031692
Year 1 Mar 10 21:00,4934.6316336675,0,2182.02268921439
Year 1 Mar 10 22:00,5072.64382410964,0,2103.41656094939
Year 1 Mar 10 23:00,4345.56848981262,0,1677.06716828345
Year 1 Mar 11 0:00,2336.8449243519,0,189.450239483545
Year 1 Mar 11 1:00,2465.0486507443,0,73.2926104169826
Year 1 Mar 11 2:00,2497.19566028024,0,73.2926104169826
Year 1 Mar 11 3:00,2529.31981491032,0,73.2926104169826
Year 1 Mar 11 4:00,2580.51234040374,0,73.2926104169826
Year 1 Mar 11 5:00,3906.82836127516,0,73.2926104169826
Year 1 Mar 11 6:00,5393.34492253535,0,73.2926104169826
Year 1 Mar 11 7:00,5035.3254657415,0,429.874775032858
Year 1 Mar 11 8:00,3937.6366018361,0,1988.34660328931
Year 1 Mar 11 9:00,3362.85842267635,0,2335.23203585185
Year 1 Mar 11 10:00,1398.37191675849,0,2063.72717938151
Year 1 Mar 11 11:00,0,0,268.282881917347
Year 1 Mar 11 12:00,0,0,268.282881917347
Year 1 Mar 11 13:00,0,0,268.282881917347
Year 1 Mar 11 14:00,0,0,268.282881917347
Year 1 Mar 11 15:00,1946.54991251661,0,268.282881917347
Year 1 Mar 11 16:00,1656.36944921947,0,268.282881917347
Year 1 Mar 11 17:00,2325.05012905888,0,610.705825464329
Year 1 Mar 11 18:00,3190.00295826478,0,686.655011509517
Year 1 Mar 11 19:00,3008.52939238413,0,1031.08159047369
Year 1 Mar 11 20:00,2639.9148953516,0,2153.25902830749
Year 1 Mar 11 21:00,4037.63005190007,0,2229.20821435268
Year 1 Mar 11 22:00,4195.29898746116,0,2117.57226868664
Year 1 Mar 11 23:00,3604.19474582846,0,1632.39048398031
Year 1 Mar 12 0:00,1895.64751179276,0,149.24179646217
Year 1 Mar 12 1:00,1998.26476168268,0,73.2926104169826
Year 1 Mar 12 2:00,2041.23146505372,0,73.2926104169826
Year 1 Mar 12 3:00,2111.42171575551,0,73.2926104169826
Year 1 Mar 12 4:00,2213.76855117127,0,73.2926104169826
Year 1 Mar 12 5:00,3478.59228410521,0,73.2926104169826
Year 1 Mar 12 6:00,4949.55649576235,0,73.2926104169826
Year 1 Mar 12 7:00,4718.15831241507,0,429.874775032858
Year 1 Mar 12 8:00,3723.13814723378,0,1988.34660328931
Year 1 Mar 12 9:00,3264.68073590363,0,2335.23203585185
Year 1 Mar 12 10:00,1375.07533065217,0,2063.72717938151
Year 1 Mar 12 11:00,0,0,268.282881917347
Year 1 Mar 12 12:00,0,0,268.282881917347
Year 1 Mar 12 13:00,0,0,268.282881917347
Year 1 Mar 12 14:00,0,0,268.282881917347
Year 1 Mar 12 15:00,1181.95487904771,0,268.282881917347
Year 1 Mar 12 16:00,1103.69447965038,0,268.282881917347
Year 1 Mar 12 17:00,1356.3777494088,0,610.705825464329
Year 1 Mar 12 18:00,1924.30726667057,0,686.655011509517
Year 1 Mar 12 19:00,1768.44142592048,0,1031.08159047369
Year 1 Mar 12 20:00,1453.50694035297,0,2153.25902830749
Year 1 Mar 12 21:00,2187.71052046157,0,2229.20821435268
Year 1 Mar 12 22:00,2527.49570026122,0,2117.57226868664
Year 1 Mar 12 23:00,2404.22020933471,0,1632.39048398031
Year 1 Mar 13 0:00,1376.60276004602,0,149.24179646217
Year 1 Mar 13 1:00,1581.12960569312,0,73.2926104169826
Year 1 Mar 13 2:00,1703.48173660321,0,73.2926104169826
Year 1 Mar 13 3:00,1826.75711198737,0,73.2926104169826
Year 1 Mar 13 4:00,1939.11866915001,0,73.2926104169826
Year 1 Mar 13 5:00,2999.76329521707,0,73.2926104169826
Year 1 Mar 13 6:00,4252.93275011516,0,73.2926104169826
Year 1 Mar 13 7:00,4064.01271552043,0,429.874775032858
Year 1 Mar 13 8:00,3111.96585029958,0,1988.34660328931
Year 1 Mar 13 9:00,2702.09908035502,0,2335.23203585185
Year 1 Mar 13 10:00,1141.64418701719,0,2063.72717938151
Year 1 Mar 13 11:00,0,0,268.282881917347
Year 1 Mar 13 12:00,0,0,268.282881917347
Year 1 Mar 13 13:00,0,0,268.282881917347
Year 1 Mar 13 14:00,0,0,268.282881917347
Year 1 Mar 13 15:00,1684.03012823098,0,268.282881917347
Year 1 Mar 13 16:00,1666.96720661147,0,268.282881917347
Year 1 Mar 13 17:00,1877.60207441043,0,610.705825464329
Year 1 Mar 13 18:00,2464.23271217894,0,686.655011509517
Year 1 Mar 13 19:00,2211.72620796298,0,1031.08159047369
Year 1 Mar 13 20:00,1815.55833042458,0,2153.25902830749
Year 1 Mar 13 21:00,2609.5090363578,0,2229.20821435268
Year 1 Mar 13 22:00,2926.02272666928,0,2117.57226868664
Year 1 Mar 13 23:00,2716.19147470382,0,1632.39048398031
Year 1 Mar 14 0:00,1527.26145706085,0,149.24179646217
Year 1 Mar 14 1:00,1734.12695155177,0,73.2926104169826
Year 1 Mar 14 2:00,1853.22785904997,0,73.2926104169826
Year 1 Mar 14 3:00,1953.62041037825,0,73.2926104169826
Year 1 Mar 14 4:00,2049.04316190751,0,73.2926104169826
Year 1 Mar 14 5:00,3088.80427509992,0,73.2926104169826
Year 1 Mar 14 6:00,4279.13138942386,0,73.2926104169826
Year 1 Mar 14 7:00,4019.66825713231,0,429.874775032858
Year 1 Mar 14 8:00,3034.81459508937,0,1988.34660328931
Year 1 Mar 14 9:00,2486.1276408278,0,2335.23203585185
Year 1 Mar 14 10:00,969.364063038923,0,2063.72717938151
Year 1 Mar 14 11:00,0,0,268.282881917347
Year 1 Mar 14 12:00,0,0,268.282881917347
Year 1 Mar 14 13:00,0,0,268.282881917347
Year 1 Mar 14 14:00,0,0,268.282881917347
Year 1 Mar 14 15:00,1633.7636090587,0,268.282881917347
Year 1 Mar 14 16:00,1644.10021146191,0,268.282881917347
Year 1 Mar 14 17:00,1864.98555258057,0,610.705825464329
Year 1 Mar 14 18:00,2481.2346330643,0,686.655011509517
Year 1 Mar 14 19:00,2283.61753877609,0,1031.08159047369
Year 1 Mar 14 20:00,1950.98864229058,0,2153.25902830749
Year 1 Mar 14 21:00,2915.20110270094,0,2229.20821435268
Year 1 Mar 14 22:00,3145.3257964811,0,2117.57226868664
Year 1 Mar 14 23:00,2852.54073289833,0,1632.39048398031
Year 1 Mar 15 0:00,1542.52109879734,0,149.24179646217
Year 1 Mar 15 1:00,1698.03501471176,0,73.2926104169826
Year 1 Mar 15 2:00,1755.96319946232,0,73.2926104169826
Year 1 Mar 15 3:00,1806.01757523476,0,73.2926104169826
Year 1 Mar 15 4:00,1847.37996343437,0,73.2926104169826
Year 1 Mar 15 5:00,2736.80622596073,0,73.2926104169826
Year 1 Mar 15 6:00,3764.78004948441,0,73.2926104169826
Year 1 Mar 15 7:00,3519.78585791961,0,429.874775032858
Year 1 Mar 15 8:00,2568.36845512585,0,1988.34660328931
Year 1 Mar 15 9:00,2127.56554684067,0,2335.23203585185
Year 1 Mar 15 10:00,917.945512983308,0,2063.72717938151
Year 1 Mar 15 11:00,0,0,268.282881917347
Year 1 Mar 15 12:00,0,0,268.282881917347
Year 1 Mar 15 13:00,0,0,268.282881917347
Year 1 Mar 15 14:00,0,0,268.282881917347
Year 1 Mar 15 15:00,1499.46625268289,0,268.282881917347
Year 1 Mar 15 16:00,1513.58923637086,0,268.282881917347
Year 1 Mar 15 17:00,1684.92189044198,0,610.705825464329
Year 1 Mar 15 18:00,2177.88648471552,0,686.655011509517
Year 1 Mar 15 19:00,2030.75128707342,0,1031.08159047369
Year 1 Mar 15 20:00,1717.47759625721,0,2153.25902830749
Year 1 Mar 15 21:00,2529.79029365915,0,2229.20821435268
Year 1 Mar 15 22:00,2759.85720205723,0,2117.57226868664
Year 1 Mar 15 23:00,2520.8268227128,0,1632.39048398031
Year 1 Mar 16 0:00,1348.67523619907,0,149.24179646217
Year 1 Mar 16 1:00,1481.55539724845,0,73.2926104169826
Year 1 Mar 16 2:00,1543.78492804001,0,73.2926104169826
Year 1 Mar 16 3:00,1614.57473459342,0,73.2926104169826
Year 1 Mar 16 4:00,0,0,73.2926104169826
Year 1 Mar 16 5:00,0,0,73.2926104169826
Year 1 Mar 16 6:00,0,0,73.2926104169826
Year 1 Mar 16 7:00,0,0,418.078268258873
Year 1 Mar 16 8:00,0,0,2075.18969893181
Year 1 Mar 16 9:00,0,0,2422.07513149435
Year 1 Mar 16 10:00,0,0,2185.95929338831
Year 1 Mar 16 11:00,0,0,402.311502698136
Year 1 Mar 16 12:00,0,0,402.311502698136
Year 1 Mar 16 13:00,0,0,402.311502698136
Year 1 Mar 16 14:00,0,0,402.311502698136
Year 1 Mar 16 15:00,0,0,402.311502698136
Year 1 Mar 16 16:00,0,0,402.311502698136
Year 1 Mar 16 17:00,0,0,677.720851919031
Year 1 Mar 16 18:00,0,0,753.670037964219
Year 1 Mar 16 19:00,0,0,1007.48857692571
Year 1 Mar 16 20:00,0,0,2106.0735031692
Year 1 Mar 16 21:00,0,0,2182.02268921439
Year 1 Mar 16 22:00,0,0,2103.41656094939
Year 1 Mar 16 23:00,0,0,1677.06716828345
Year 1 Mar 17 0:00,0,0,189.450239483545
Year 1 Mar 17 1:00,0,0,73.2926104169826
Year 1 Mar 17 2:00,0,0,73.2926104169826
Year 1 Mar 17 3:00,0,0,73.2926104169826
Year 1 Mar 17 4:00,0,0,73.2926104169826
Year 1 Mar 17 5:00,0,0,73.2926104169826
Year 1 Mar 17 6:00,0,0,73.2926104169826
Year 1 Mar 17 7:00,0,0,418.078268258873
Year 1 Mar 17 8:00,0,0,2075.18969893181
Year 1 Mar 17 9:00,0,0,2227.08485999399
Year 1 Mar 17 10:00,0,0,1990.96902188795
Year 1 Mar 17 11:00,0,0,207.321231197771
Year 1 Mar 17 12:00,0,0,207.321231197771
Year 1 Mar 17 13:00,0,0,207.321231197771
Year 1 Mar 17 14:00,0,0,207.321231197771
Year 1 Mar 17 15:00,0,0,207.321231197771
Year 1 Mar 17 16:00,0,0,207.321231197771
Year 1 Mar 17 17:00,0,0,482.730580418671
Year 1 Mar 17 18:00,0,0,558.679766463855
Year 1 Mar 17 19:00,0,0,1007.48857692571
Year 1 Mar 17 20:00,0,0,2106.0735031692
Year 1 Mar 17 21:00,0,0,2182.02268921439
Year 1 Mar 17 22:00,0,0,2103.41656094939
Year 1 Mar 17 23:00,0,0,1677.06716828345
Year 1 Mar 18 0:00,0,0,189.450239483545
Year 1 Mar 18 1:00,0,0,73.2926104169826
Year 1 Mar 18 2:00,0,0,73.2926104169826
Year 1 Mar 18 3:00,0,0,73.2926104169826
Year 1 Mar 18 4:00,0,0,73.2926104169826
Year 1 Mar 18 5:00,0,0,73.2926104169826
Year 1 Mar 18 6:00,0,0,73.2926104169826
Year 1 Mar 18 7:00,0,0,429.874775032858
Year 1 Mar 18 8:00,0,0,1988.34660328931
Year 1 Mar 18 9:00,0,0,2335.23203585185
Year 1 Mar 18 10:00,0,0,2063.72717938151
Year 1 Mar 18 11:00,0,0,268.282881917347
Year 1 Mar 18 12:00,0,0,268.282881917347
Year 1 Mar 18 13:00,0,0,268.282881917347
Year 1 Mar 18 14:00,0,0,268.282881917347
Year 1 Mar 18 15:00,0,0,268.282881917347
Year 1 Mar 18 16:00,0,0,268.282881917347
Year 1 Mar 18 17:00,0,0,610.705825464329
Year 1 Mar 18 18:00,0,0,686.655011509517
Year 1 Mar 18 19:00,0,0,1031.08159047369
Year 1 Mar 18 20:00,0,0,2153.25902830749
Year 1 Mar 18 21:00,0,0,2229.20821435268
Year 1 Mar 18 22:00,0,0,2117.57226868664
Year 1 Mar 18 23:00,0,0,1632.39048398031
Year 1 Mar 19 0:00,0,0,149.24179646217
Year 1 Mar 19 1:00,0,0,73.2926104169826
Year 1 Mar 19 2:00,0,0,73.2926104169826
Year 1 Mar 19 3:00,0,0,73.2926104169826
Year 1 Mar 19 4:00,0,0,73.2926104169826
Year 1 Mar 19 5:00,0,0,73.2926104169826
Year 1 Mar 19 6:00,0,0,73.2926104169826
Year 1 Mar 19 7:00,0,0,429.874775032858
Year 1 Mar 19 8:00,0,0,1988.34660328931
Year 1 Mar 19 9:00,0,0,2335.23203585185
Year 1 Mar 19 10:00,0,0,2063.72717938151
Year 1 Mar 19 11:00,0,0,268.282881917347
Year 1 Mar 19 12:00,0,0,268.282881917347
Year 1 Mar 19 13:00,0,0,268.282881917347
Year 1 Mar 19 14:00,0,0,268.282881917347
Year 1 Mar 19 15:00,0,0,268.282881917347
Year 1 Mar 19 16:00,0,0,268.282881917347
Year 1 Mar 19 17:00,0,0,610.705825464329
Year 1 Mar 19 18:00,0,0,686.655011509517
Year 1 Mar 19 19:00,0,0,1031.08159047369
Year 1 Mar 19 20:00,0,0,2153.25902830749
Year 1 Mar 19 21:00,0,0,2229.20821435268
Year 1 Mar 19 22:00,0,0,2117.57226868664
Year 1 Mar 19 23:00,0,0,1632.39048398031
Year 1 Mar 20 0:00,0,0,149.24179646217
Year 1 Mar 20 1:00,0,0,73.2926104169826
Year 1 Mar 20 2:00,0,0,73.2926104169826
Year 1 Mar 20 3:00,0,0,73.2926104169826
Year 1 Mar 20 4:00,0,0,73.2926104169826
Year 1 Mar 20 5:00,0,0,73.2926104169826
Year 1 Mar 20 6:00,0,0,73.2926104169826
Year 1 Mar 20 7:00,0,0,429.874775032858
Year 1 Mar 20 8:00,0,0,1988.34660328931
Year 1 Mar 20 9:00,0,0,2335.23203585185
Year 1 Mar 20 10:00,0,0,2063.72717938151
Year 1 Mar 20 11:00,0,0,268.282881917347
Year 1 Mar 20 12:00,0,0,268.282881917347
Year 1 Mar 20 13:00,0,0,268.282881917347
Year 1 Mar 20 14:00,0,0,268.282881917347
Year 1 Mar 20 15:00,0,0,268.282881917347
Year 1 Mar 20 16:00,0,0,268.282881917347
Year 1 Mar 20 17:00,0,0,610.705825464329
Year 1 Mar 20 18:00,0,0,686.655011509517
Year 1 Mar 20 19:00,0,0,1031.08159047369
Year 1 Mar 20 20:00,0,0,2153.25902830749
Year 1 Mar 20 21:00,0,0,2229.20821435268
Year 1 Mar 20 22:00,0,0,2117.57226868664
Year 1 Mar 20 23:00,0,0,1632.39048398031
Year 1 Mar 21 0:00,0,0,149.24179646217
Year 1 Mar 21 1:00,0,0,73.2926104169826
Year 1 Mar 21 2:00,0,0,73.2926104169826
Year 1 Mar 21 3:00,0,0,73.2926104169826
Year 1 Mar 21 4:00,0,0,73.2926104169826
Year 1 Mar 21 5:00,0,0,73.2926104169826
Year 1 Mar 21 6:00,0,0,73.2926104169826
Year 1 Mar 21 7:00,0,0,429.874775032858
Year 1 Mar 21 8:00,0,0,1988.34660328931
Year 1 Mar 21 9:00,0,0,2335.23203585185
Year 1 Mar 21 10:00,0,0,2063.72717938151
Year 1 Mar 21 11:00,0,0,268.282881917347
Year 1 Mar 21 12:00,0,0,268.282881917347
Year 1 Mar 21 13:00,0,0,268.282881917347
Year 1 Mar 21 14:00,0,0,268.282881917347
Year 1 Mar 21 15:00,0,0,268.282881917347
Year 1 Mar 21 16:00,0,0,268.282881917347
Year 1 Mar 21 17:00,0,0,610.705825464329
Year 1 Mar 21 18:00,0,0,686.655011509517
Year 1 Mar 21 19:00,0,0,1031.08159047369
Year 1 Mar 21 20:00,0,0,2153.25902830749
Year 1 Mar 21 21:00,0,0,2229.20821435268
