timestamp_hour_utc,q_air_kw,q_vent_kw,q_rdhx_kw,q_cdu_kw,q_rdhx_to_wshp_kw,q_rdhx_to_chiller_kw,q_cdu_to_wshp_kw,q_cdu_to_free_kw,q_chiller_evap_kw,p_chiller_kw,p_tower_kw,p_wshp_kw,p_grid_kw,q_heat_kw,day_weight
2025-06-08 14:00:00+00:00,0.0,531.0079335837669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0
2025-06-08 15:00:00+00:00,0.0,567.7710555555557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0
2025-06-08 16:00:00+00:00,0.0,580.5151111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0
2025-06-08 17:00:00+00:00,0.0,579.8920555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0
2025-06-08 18:00:00+00:00,0.0,576.8701111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0
2025-06-08 19:00:00+00:00,0.0,577.4908333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0
2025-06-08 20:00:00+00:00,0.0,572.2821111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0
2025-06-08 21:00:00+00:00,0.0,567.1717777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0
2025-06-08 22:00:00+00:00,0.0,561.162111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0
2025-06-08 23:00:00+00:00,0.0,560.470898779159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0
2025-07-04 00:00:00+00:00,0.0,526.5216296296296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
2025-07-04 01:00:00+00:00,0.0,518.2588148148149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
2025-07-04 02:00:00+00:00,0.0,515.7637777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
2025-07-04 03:00:00+00:00,0.0,514.3534074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
2025-07-04 04:00:00+00:00,0.0,512.960962962963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
2025-07-04 05:00:00+00:00,0.0,512.2279259259259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
